,titles,subtitles,links
0,TOUCHDOWN,Bale arrives in Los Angeles for grand unveiling as he starts new life in MLS,https://www.thesun.co.uk/sport/football/19140963/gareth-bale-arrives-in-los-angeles-lafc/
1,AMSTER-DAMNED UTD,Ten Hag blitzes Ajax AGAIN by hijacking Brobbey deal after Martinez bid,https://www.thesun.co.uk/sport/football/19140768/man-utd-ten-hag-ajax-martinez-brobbey/
2,PREM 'RAPIST',Premier League club of ‘rape’ arrest player knew of allegation last YEAR,https://www.thesun.co.uk/sport/19134971/premier-league-club-knew-rape-allegation-player/
3,CLEMENT TIME,Tottenham confirm Lenglet loan from Barcelona as Conte's signing spree goes on,https://www.thesun.co.uk/sport/football/19139745/tottenham-clement-lenglet-loan-barcelona/
4,B-AKE AGAIN,Nathan Ake ‘agrees personal terms with Chelsea as Man City demand £45million',https://www.thesun.co.uk/sport/football/19138137/chelsea-agree-personal-terms-nathan-ake/
5,JESUS SAVES,Watch Jesus net 90 SECONDS into debut to spare Gunners' blushes vs Nuremberg,https://www.thesun.co.uk/sport/football/19138980/arsenal-jesus-debut-goal-elneny-nurnberg/
6,TURN IT IN,Arsenal fans all saying the same thing after Turner's howler in pre-season clash,https://www.thesun.co.uk/sport/football/19138664/arsenal-matt-turner-debut-nunberg-pre-season/
7,KIER FEAR,Tierney only lasts 30 MINUTES after injury woe as Arsenal fans all say same thing,https://www.thesun.co.uk/sport/football/19139407/kieran-tierney-arsenal-return-30-minutes-nurnberg-friendly/
8,EXTRA TIME,"Referee, 85, says he is Britain's oldest and is not hanging up his whistle",https://www.thesun.co.uk/sport/19141672/referee-85-is-britains-oldest/
9,WINNER WINNER,Win a Mercedes C63s AMG or £37k cash alternative from just 89p,https://www.thesun.co.uk/sport/betting-tips/18918779/win-mercedes-7days-performance/
10,ROMELU BLISS,Lukaku trains for first time back with Inter after horror £97.5m Chelsea move,https://www.thesun.co.uk/sport/football/19140156/romelu-lukaku-inter-milan-training-return-chelsea/
11,ISSA DEAL?,Saints line up THIRD transfer from Man City this summer with loan bid for Kabore,https://www.thesun.co.uk/sport/football/19140978/issa-kabore-southampton-man-city-transfer/
12,RON HIS WAY?,Ronaldo OUT of Man Utd's pre-season tour amid Chelsea transfer bid,https://www.thesun.co.uk/sport/football/19135889/cristiano-ronaldo-man-utd-chelsea-transfer/
13,ROO-S-A,Rooney 'lined up for shock return to management with DC United' AFTER Derby exit,https://www.thesun.co.uk/sport/19134103/wayne-rooney-dc-united-manager/
14,ROYAL MAEL,Arsenal ‘considering shock £34m transfer to re-sign Ismael Bennacer from Milan',https://www.thesun.co.uk/sport/football/19139628/arsenal-ismael-bennacer-shock-offer-ac-milan/
15,'FOREVER A GOONER',Jack Wilshere RETIRES aged 30 as ex-Arsenal ace posts emotional goodbye,https://www.thesun.co.uk/sport/19134791/arsenal-england-jack-wilshere-retires/
16,TOP DEC,'He's ahead of Keane' - West ham star Rice compared to Man Utd legend by Pearce,https://www.thesun.co.uk/sport/19135604/declan-rice-roy-keane-west-ham-man-utd/
17,BLATT OUTTA HELL,Disgraced Fifa pair Blatter and Platini CLEARED of fraud allegations,https://www.thesun.co.uk/sport/19131929/fifa-sepp-blatter-michel-platini-court-acquitted/
18,PAUL SCOLDS,Man Utd legend Scholes in cheeky dig over Erik ten Hag’s five strict rules,https://www.thesun.co.uk/sport/football/19132111/man-utd-erik-ten-hag-strict-rules-paul-scholes/
19,FIRST DYBS,Man Utd 'offered Dybala & have clear run at star after Inter pull out of race',https://www.thesun.co.uk/sport/19136136/man-utd-paulo-dybala-transfer-inter-milan/
20,LIONESSES,Get England at 80/1 to win Women's European Championships with William Hill,https://www.thesun.co.uk/sport/betting-tips/19049116/womens-euros-2022-football-betting-odds-free-bets-england/
21,CASINO DEALS,The best casino offers from free spins and bonus cash to no deposit deals,https://www.thesun.co.uk/sport/betting-tips/15779007/online-casino-deals-new-customer-sign-up-bonus/
22,CASH BACK,Euro 2022: Get Money back as CASH up to £20 if your bet loses - 18+ T&Cs apply,https://www.thesun.co.uk/sport/betting-tips/17372478/euro-2022-womens-paddy-power-free-bets-football-bonus/
23,ART CLASSES,Watch Arteta show he’s still got it with stunning skill in Arsenal training,https://www.thesun.co.uk/sport/19133951/arsenal-news-mikel-arteta-training-skill/
24,JACK THE LAD,Wilshere set for return to Arsenal as U18 head coach in academy shake-up,https://www.thesun.co.uk/sport/19135140/jack-wilshere-retires-arsenal-under18s-manager/
25,BYE ECH,AC Milan in talks with Chelsea over Ziyech transfer despite eyeing De Ketelaere,https://www.thesun.co.uk/sport/football/19137096/ac-milan-chelsea-ziyech-transfer/
26,BACK & BLUE,How players Chelsea have previously re-signed got on as amid Ake talks,https://www.thesun.co.uk/sport/football/19133174/chelsea-re-signed-nathan-ake-transfer/
27,ON THE MONEY,RB Leipzig player wages revealed with Man Utd target Nkunku top earner,https://www.thesun.co.uk/sport/19136968/rb-leipzig-manchester-united-christopher-nkunku/
28,'I CAN FLOURISH,Man City announce Alvarez deal and star wants to be like Aguero and Tevez,https://www.thesun.co.uk/sport/football/19132900/man-city-julian-alvarez-river-plate-aguero-tevez/
29,LUCAS BID,Arsenal 'pushing hard' for Paqueta deal as Lyon star 'is considering summer move',https://www.thesun.co.uk/sport/19136580/lucas-paqueta-arsenal-target-lyon-transfer/
30,DOUBLE DUTCH,Utd 'launch £42m Martinez bid after agreeing terms with ace AND Anthony',https://www.thesun.co.uk/sport/football/19130905/man-utd-bid-ajax-lisandro-martinez-antony/
31,READY TO BOE,Boehly has dinner with Barca chief Laporta as he tries to hijack De Jong deal,https://www.thesun.co.uk/sport/football/19128845/todd-boehly-chelsea-man-utd-frenkie-de-jong-transfer/
32,PERFECT PRES-ENT,Tuchel 'pushing' for Chelsea to make move for £51m PSG defender Kimpembe,https://www.thesun.co.uk/sport/football/19122668/chelsea-presnel-kimpembe-transfer-psg-bid/
33,STERLING JOB,City let Sterling quit but only Messi had more goal contributions for Pep,https://www.thesun.co.uk/sport/football/19128763/man-city-raheem-sterling-chelsea-transfer-messi-guardiola/
34,WATER FIGHT,Drinkwater reveals how Sarri axed him with an HOUR of transfer window left,https://www.thesun.co.uk/sport/football/19131063/danny-drinkwater-sarri-transfer-window-chelsea/
35,LEED-ING THE WAY,Leeds set to smash transfer record with £32m bid for Charles De Ketelaere,https://www.thesun.co.uk/sport/19134073/leeds-transfer-news-charles-de-ketelaere/
36,BRU NUMBER,Fernandes gets new shirt number at Man Utd - and he already has a tattoo of it,https://www.thesun.co.uk/sport/football/19128372/bruno-fernandes-new-shirt-number-man-utd-tattoo/
37,ON THE SERG,Chelsea 'offered Depay and Dest as part of double transfer swap deal',https://www.thesun.co.uk/sport/football/19134691/chelsea-swap-deal-memphis-depay-sergino-dest-barcelona-transfer/
38,GUNNERS LATEST,"Gabriel Jesus stunning DEBUT, Paqueta battle, Tielemans LATEST",https://www.thesun.co.uk/sport/19098994/arsenal-transfer-news-live-gabriel-jesus-goal-lucas-paqueta-tielemans-lisandro-martinez/
39,BLUES LATEST,"Raphinha transfer BOOST, Raheem Sterling AGREES personal terms with Chelsea",https://www.thesun.co.uk/sport/football/18984148/chelsea-transfer-news-live-raphinha-nathan-ake-raheem-sterling/
40,UNITED LATEST,Erik ten Hag landing DOUBLE blow on Ajax including £42.5m Lisandro Martinez,https://www.thesun.co.uk/sport/football/19072018/man-utd-transfer-news-live-lisandro-martinez-frenkie-de-jong-deal-brobbey/
41,EUROS ROUND-UP,Popp nets on debut as Germany crush Denmark after Spain beat Finland,https://www.thesun.co.uk/sport/19141715/germany-denmark-spain-womens-euros/
42,SIMPLY THE BETH,Mead tells England pal White she's gunning for her all-time scoring record,https://www.thesun.co.uk/sport/19140910/euro-2022-beth-mead-england-ellen-white/
43,NORWAY 4 NORTHERN IRELAND 1,Shiels' aces beaten as WSL stars net during Hegerberg's return,https://www.thesun.co.uk/sport/19129376/norway-northern-ireland-womens-euros/
44,SHORT SHRIFT,England Women ask Nike to change shorts over period concerns during Euro 2022,https://www.thesun.co.uk/sport/19119758/england-women-nike-period-concerns/
45,SCOTTGATE,Alex Scott channels Southgate with waistcoat as she cheers on Lionesses in Euros,https://www.thesun.co.uk/sport/19128933/sports-alex-scott-gareth-southgate-lionesses/
46,GREAL NICE,Grealish's girlfriend Sasha shares loved-up snaps of their sun-drenched holiday,https://www.thesun.co.uk/sport/19130897/jack-grealish-girlfriend-sasha-attwood-holiday-man-city/
47,MO LIKE IT,Mo Salah shows off incredible abs after signing new £400k-a-week Liverpool deal,https://www.thesun.co.uk/sport/19112614/salah-trunks-incredible-abs-400k-deal/
48,SHEAR DELIGHT,Alan Shearer's popstar daughter Hollie leaves fans stunned in pink bikini,https://www.thesun.co.uk/sport/football/19120508/alan-shearer-hollie-pink-bikini/
49,MARK IRWIN,Man Utd boss Ten Hag and Lampard will be nervous now Pochettino is a free agent,https://www.thesun.co.uk/sport/19128687/pochettino-man-utd-ten-hag-chelsea-managers-beware/
50,ANDY DILLON,Chelsea to become transfer market bullies with statement signing of Sterling,https://www.thesun.co.uk/sport/football/19115918/chelsea-transfer-market-bullies-raheem-sterling/
51,RON THE WAY OUT,Ronaldo's quitting Utd as he's in a team of Love Island wannabes says Piers,https://www.thesun.co.uk/sport/19100091/cristiano-ronaldo-man-utd-piers-morgan-love-island/
52,MAKE WAVES,Inside football's most outrageous superyachts - Ronaldo’s £5.5m 6-bathroom boat to £1m-a-WEEK beast rented by A-listers,https://www.thesun.co.uk/sport/19121721/football-superyachts-ronaldo-boat/
53,IN HIS PRIME,Raheem Sterling goes zip lining in Jamaica and meets country's Prime Minister,https://www.thesun.co.uk/sport/football/19119296/raheem-sterling-jamaica-prime-minister-transfer/
54,CRIS CLAMPED,Wantaway Man Utd star Ronaldo's £600k Rolls-Royce Cullinan clamped in Lisbon,https://www.thesun.co.uk/sport/football/19117430/man-utd-cristiano-ronaldo-rolls-royce-cullinan-clamped-lisbon/
55,SOL'S MANSION WOES,Sol Campbell 'cheated out of £1.5m' after renting out his £23m mansion,https://www.thesun.co.uk/sport/19130973/sol-campbell-owed-rent-chelsea-mansion/
56,BLUE LOVE,Chelsea fans all saying the same thing as new kit for 2022/23 season is revealed,https://www.thesun.co.uk/sport/football/19118774/chelsea-fans-love-new-home-kit/
57,FAMILY GUY,Special bond between Bergwijn and Nouri as ex-Ajax ace's brother joins unveiling,https://www.thesun.co.uk/sport/football/19136414/bergwijn-nouri-ajax-transfer/
58,MANCHESTER SHIPPY ,Man City owner splurges £500m on 525ft megayacht which would squeeze inside the Etihad,https://www.thesun.co.uk/sport/19114248/man-city-sheikh-mansour-megayacht/
