,titles,subtitles,links
30,AX TO GRIND,Man Utd interested in 'free transfer for Zagadou' after Dortmund contract ended,https://www.thesun.co.uk/sport/19262803/man-utd-free-transfer-zagadou-dortmund/
31,COMPARE THE MAR-KET,Martinez's Man Utd wages revealed and how they compare to team-mates,https://www.thesun.co.uk/sport/football/19257875/lisandro-martinez-man-utd-wages/
32,DOCTORS ORDERS,I’m a team doctor and here's what really happens in a footballer's medical,https://www.thesun.co.uk/sport/football/19258000/football-team-doctor-medical-process-transfers/
33,FIRST DYBS,Man Utd and Chelsea blow as Paulo Dybala completes free transfer to Roma,https://www.thesun.co.uk/sport/19260235/manchester-united-chelsea-paulo-dybala-roma/
34,GO WITH THE FLO,Arsenal star Flores joins Real Oviedo on season-long loan transfer,https://www.thesun.co.uk/sport/football/19263828/arsenal-flores-real-oviedo-loan-transfer/
35,SUAR BID,Suarez 'offered to Dortmund on free transfer' as Haller is diagnosed with tumour,https://www.thesun.co.uk/sport/19261575/suarez-dortmund-free-transfer-haller-diagnosed-tumour/
36,RICH PICKINGS,Crystal Palace agree £8.5m fee to sign Richards from Bayern Munich,https://www.thesun.co.uk/sport/19260084/crystal-palace-agree-chris-richards-transfer-bayern-munich/
37,PICK MEE,Brentford in talks with Mee over free transfer with defender looking for new club,https://www.thesun.co.uk/sport/19261371/ben-mee-transfer-brentford-burnley/
38,HYBRID,A playmaker in a defender's body: Trent Alexander-Arnold is a Dream Team demigod,https://www.thesun.co.uk/dream-team/fantasy-football/19250225/trent-alexander-arnold-defender-playmaker-fantasy-premier-league/
39,DEVILISH PICKS,The Manchester United players to consider when building your Dream Team XI,https://www.thesun.co.uk/dream-team/fantasy-football/19247827/manchester-united-players-fantasy-premier-league-martinez-ronaldo/
40,IN GOOD SHAPE,Which formation will reign supreme in Dream Team this coming season?,https://www.thesun.co.uk/dream-team/fantasy-football/19160358/formation-fantasy-premier-league-defenders-midfielders-forwards/
41,GUNNERS LATEST,"Zinchenko move CONFIRMED by Guardiola, training BRAWL emerges, Melo talks",https://www.thesun.co.uk/sport/19098994/arsenal-transfer-news-live-zinchenko-confirmed-arthur-melo/
42,CHELSEA LATEST,"Pavard £30m deal lined up, Kounde £47m signing AGREED",https://www.thesun.co.uk/sport/19207345/chelsea-transfer-news-live-jules-kounde-pavard-kimpembe/
43,UNITED LATEST,"Manuel Akanji BOOST, Antony twist as rivals join race, De Jong fuming",https://www.thesun.co.uk/sport/football/19072018/man-utd-transfer-news-live-manuel-akanji-frenkie-de-jong-antony-cristiano-ronaldo/
44,WHOOPS,Euro 2022 fans say the same thing as Spain kick-off while England take the knee,https://www.thesun.co.uk/sport/19266244/euro-2022-spain-england-knee/
45,MOR BLIMEY,Watch Morocco ace have no clue she has sent them through to first Afcon final,https://www.thesun.co.uk/sport/football/19248150/morocco-penalty-womens-afcon-video/
46,LET'S TAME SPAIN,England star ready to stop Barca team-mates as Lionesses target semis,https://www.thesun.co.uk/sport/football/19228363/lucy-bronze-england-spain-euros/
47,SCOTT SPEAKS OUT,I've put on an act for my whole life & turned to drink after being trolled,https://www.thesun.co.uk/sport/19196118/alex-scott-mental-health-battle-alcohol/
48,GIFT OF THE GAB,Gabby Logan reacts after Alan Sugar complains about Women's Euros coverage,https://www.thesun.co.uk/sport/19150768/gabby-logan-alan-sugar-bbc-womens-euros/
49,PRETTY IN PINK,Wanda Nara sends fans wild as she shows off bum in tiny bikini on the beach,https://www.thesun.co.uk/sport/19236842/wanda-nara-bikini-holiday-ibiza/
50,INSTA-GLAM,"PL's most popular Wags revealed including Georgina, Perrie Edwards and Vardy",https://www.thesun.co.uk/sport/football/19169362/premier-league-most-popular-wags-instagram/
51,COME ON YOU WEDS,"From Harry Maguire to Jordan Pickford, these aces have met their matches",https://www.thesun.co.uk/sport/19204635/footballers-have-met-their-matches-wedding/
52,TIM VICKERY,"Barça's history of Brazilians continues with Raphinha, after Coutinho & Ronaldo",https://www.thesun.co.uk/sport/19250038/barcelona-brazil-raphinha-ronaldo-coutinho/
53,DAVE KIDD,Tottenham finally ready to shed 'Spursy' tag as Conte brings in quality early,https://www.thesun.co.uk/sport/19165277/tottenham-shed-spursy-tag-antonio-conte-transfer/
54,NEIL CUSTIS,Ronaldo transfer saga threatens to derail Man Utd boss Erik ten Hag's plans,https://www.thesun.co.uk/sport/football/19165957/ronaldo-transfer-saga-derail-man-utd-plans-sports-column/
55,TAKING THE MIK,Inside Arteta’s US camp as Smith Rowe reveals bowling trash talk with boss,https://www.thesun.co.uk/sport/football/19255096/arsenal-mikel-arteta-pre-season-emile-smith-rowe/
56,'NOT FOR ME',Everton fans all saying the same thing after new pink away kit is released,https://www.thesun.co.uk/sport/19259123/everton-fans-new-pink-away-kit-released/
57,CITY BREAK,Grealish and De Bruyne lead Man City stars for night out at restaurant,https://www.thesun.co.uk/sport/football/19221341/jack-grealish-kevin-de-bruyne-restaurant/
58,'LIFE IN DANGER',Chelsea star Bakayoko feared he could DIE after cops drew GUNS on him,https://www.thesun.co.uk/sport/19260670/chelsea-bakayoko-fear-die-police-guns-milan/
59,TO THE MAX,Wanda's ex-husband Maxi Lopez aims to complete Birmingham takeover by next month,https://www.thesun.co.uk/sport/football/19249855/wanda-nara-ex-maxi-lopez-birmingham-takeover/
