,titles,subtitles,links
11,BOSMAN MARK II,Rangers & Celtic could be freed to join cross-border league by landmark case,https://www.thesun.co.uk/sport/football/19453902/rangers-celtic-cross-border-league-bosman-legal-case/
12,HAG SOME FAITH,"Man Utd must not stray from Ten Hag's plan despite Brighton loss, says Dalot",https://www.thesun.co.uk/sport/19453575/man-utd-erik-ten-hag-brighton-diogo-dalot/
13,'SO NERVOUS',Richards jokes that Haaland's dad is 'waiting for Keane' after infamous tackle,https://www.thesun.co.uk/sport/19454140/micah-richards-roy-keane-haaland-nervous-joke/
14,HAAL IN,Guardiola warns Erling Haaland may PUNCH a Man City team-mate after Prem debut,https://www.thesun.co.uk/sport/football/19451154/guardiola-haaland-west-ham-debut/
15,TOP GRUB,I’m a nutritionist – what I tell all Prem players about diet & how you can copy it,https://www.thesun.co.uk/health/19446038/nutritionist-premier-league-footballers-diet/
16,THEATRE OF SCREAMS,Raging Man Utd fans FIGHT each other in stands in Ten Hag's first game,https://www.thesun.co.uk/sport/football/19444937/man-utd-fans-fight-video-old-trafford-brighton/
17,TAGLIA-TEN-E,Ten Hag heads to plush Italian restaurant after Utd's shambolic Brighton loss,https://www.thesun.co.uk/sport/19447062/erik-ten-hag-italian-restaurant-man-utd-brighton/
18,CRACK THE COAD,Crunch time for England stars in race to make the plane for Qatar World Cup,https://www.thesun.co.uk/sport/19455009/crunch-time-england-qatar-world-cup-stones-coady-mings/
19,NOT VERY KOUL,Chelsea fans mocked for their DREADFUL song for new signing Kalidou Koulibaly,https://www.thesun.co.uk/sport/19453668/new-dreadful-chelsea-kalidou-koulibaly-chant/
20,GOD HELP US,Everton dealt huge injury blow as defender Godfrey ruled out for THREE MONTHS,https://www.thesun.co.uk/sport/19455546/everton-injury-blow-ben-godfrey-leg-break-three-months/
21,SAINT-SATIONAL,Moment Saint-Maximin gives astonished Newcastle fan a ROLEX after Forest win,https://www.thesun.co.uk/sport/football/19447778/allan-saint-maximin-newcastle-rolex-watch-nottingham-forest/
22,HOME DISCOMFORTS,Man Utd facing HORROR run of fixtures with Ten Hag set for huge pressure,https://www.thesun.co.uk/sport/19453493/man-utd-horror-run-home-fixtures-ten-hag/
23,'FOR F*** SAKE',Scholes lays into Man Utd's midfielders as Gary Neville says 'he's snapped',https://www.thesun.co.uk/sport/football/19446867/paul-scholes-man-utd-neville/
24,OVER TO SIU,Cristiano Jr trains with brother Mateo before recreating dad’s iconic cele,https://www.thesun.co.uk/sport/football/19446711/cristiano-ronaldo-sons-jr-mateo-celebrations/
25,WALK OUT,Ten Hag should QUIT Man Utd if his transfer demands aren't met by greedy Glazers,https://www.thesun.co.uk/sport/19451581/ten-hag-quit-transfer-demands-glazers-out/
26,WELL I NEV-ER,Fuming Gary Neville says Man Utd transfer bids should be REJECTED,https://www.thesun.co.uk/sport/19446460/gary-neville-players-reject-man-utd-ten-hag-shocked/
27,AD ENOUGH,Man Utd fans all say the same thing as picture of Rabiot in Man City kit emerges,https://www.thesun.co.uk/sport/19452614/man-utd-transfer-target-adrien-rabiot-man-city-kit/
28,BEN AND GONE,Man Utd to lose out on another target with Benjamin Sesko joining RB Leipzig,https://www.thesun.co.uk/sport/football/19451612/man-utd-transfer-benjamin-sesko-rb-leipzig/
29,CALL UP,Callum Hudson-Odoi ‘in talks with Borussia Dortmund’ over loan move after request,https://www.thesun.co.uk/sport/19451025/chelsea-callum-hudson-odoi-talks-borussia-dortmund-loan-transfer/
30,ISSA HAPPENING,Fulham 'agree sensational £17m Diop transfer with star penning 5-year deal',https://www.thesun.co.uk/sport/football/19448216/fulham-issa-diop-transfer-west-ham/
31,COMES TO NAUT,Why Ten Hag wants shock Arnautovic transfer as agent confirms Man Utd offer,https://www.thesun.co.uk/sport/19448622/marko-arnautovic-agent-confirms-man-utd-interest/
32,DE-LIGHTFUL,De Jong puts on Barcelona masterclass as Lewandowski shines on Nou Camp debut,https://www.thesun.co.uk/sport/19449785/robert-lewandowksi-frenkie-de-jong-shine-barcelona/
33,PORT OF CALL,Wolves confirm £27.5m signing Goncalo Guedes on five-year deal from Valencia,https://www.thesun.co.uk/sport/19456294/wolves-confirm-goncalo-guedes-valencia-transfer/
34,BARC-ING MAD,Barcelona threatening legal action against Man Utd transfer target De Jong,https://www.thesun.co.uk/sport/football/19449184/barcelona-legal-action-man-utd-transfer-frenkie-de-jong/
35,WHAT NAU?,Man Utd labelled 'desperate' by Neville as Keane tears into club over Arnautovic,https://www.thesun.co.uk/sport/19453963/man-utd-gary-neville-roy-keane-marko-arnautovic-transfer/
36,NO TIME TO WAITE,Barca fans BOO Braithwaite amid pay cut row as Umtiti ducks presentation,https://www.thesun.co.uk/sport/football/19451316/martin-braithwaite-booed-barcelona-samuel-umtiti/
37,NINE? NEIN!,Chelsea players convinced No 9 shirt is CURSED as Tuchel admits NOBODY wants it,https://www.thesun.co.uk/sport/football/19433550/chelsea-players-no-9-shirt-cursed-thomas-tuchel/
38,ON YOUR MARKS,Man Utd in talks over SHOCK Marko Arnautovic move as Ten Hag gets desperate,https://www.thesun.co.uk/sport/19442313/man-utd-transfer-marko-arnautovic-bologna/
39,CON JOB,Everton complete season-long loan transfer for Wolves defender Conor Coady,https://www.thesun.co.uk/sport/19455703/everton-loan-transfer-conor-coady-wolves/
40,PIN IT TO WIN IT,Arsenal and Liverpool ‘line up Yeremy Pino’ with Villarreal ready to sell,https://www.thesun.co.uk/sport/football/19448010/yeremy-pino-arsenal-liverpool-transfer/
41,DI MAIN MAN,Arsenal 'set to make £60m Moussa Diaby transfer swoop their last signing',https://www.thesun.co.uk/sport/football/19446278/arsenal-moussa-diaby-transfer-leverkusen/
42,BRING THE PARTY,Get 100% deposit bonus up to £400 & £40 FREE PLAY with Party Poker,https://www.thesun.co.uk/sport/betting-tips/19283142/party-poker-new-customer-offer-deposit-bonus/
43,RACING DEAL,Horse racing - FREE BETS: Get £30 bonus with Betfair today - 18+ T&Cs apply,https://www.thesun.co.uk/sport/horseracing/18796015/betfair-free-bets-horse-racing-betting-offers-uk-bonus/
44,FAB THIRTY,Get £30 football FREE BETS when you stake £10 with Betfair - 18+ T&Cs apply,https://www.thesun.co.uk/sport/betting-tips/18543430/betfair-football-free-bets-bonus-new-customer-offer-uk/
45,GUNNERS NEWS,"Yeremy Pino lined up, Tielemans deal ON as Torreira leaves, Diaby green light",https://www.thesun.co.uk/sport/19404272/arsenal-transfer-news-live-yeremy-pino-tielemans-moussa-diaby/
46,CHELSEA LATEST,"Frenkie de Jong fee and deferred wages AGREED, Fofana £85m interest",https://www.thesun.co.uk/sport/19207345/chelsea-transfer-news-live-frenkie-de-jong-fofana-werner-aubameyang/
47,RED DEVILS LATEST,"Milinkovic-Savic 'says yes', Cristiano Ronaldo BOOED in United video",https://www.thesun.co.uk/sport/19259195/man-utd-transfer-news-live-cristiano-ronaldo-milinkovic-savic-rabiot-arnautovic/
48,DY-ABOLICAL,Watch Dybala make huge error in Roma's friendly thumping of Shakhtar Donetsk,https://www.thesun.co.uk/sport/19449763/paulo-dybala-worst-corner-romas-shakhtar-donetsk/
49,NOU FARCE,Barcelona ‘get £32m tax hit on TV rights and still haven't registered transfers',https://www.thesun.co.uk/sport/19447853/barcelona-32m-tax-hit-tv-rights-register-transfers/
50,'ALWAYS RATED HIM..',Arsenal fans in disbelief as Tavares scores SCREAMER on Marseille loan,https://www.thesun.co.uk/sport/19445587/arsenal-nuno-tavares-marseille-ligue-1-folarin-balogun/
51,ACE ‘ATTACK',German international star accused of kicking pregnant ex in stomach,https://www.thesun.co.uk/sport/19446935/germany-borussia-dortmund-nico-schulz-kick/
52,'BRUTAL',Gillingham owner Paul Scally was targeted by vile fans while caring for dying pal,https://www.thesun.co.uk/sport/19441305/gillingham-paul-scally-interview/
53,ON CHA RIGHT TRACK,Model Chavez 'raises £6.5M from OnlyFans' in bid to buy Chilean club,https://www.thesun.co.uk/sport/19452825/playboy-model-daniella-chavez-onlyfans-ohiggins-fc/
54,LOVE CONQUERS BALL,Arsenal fans in hysterics after thinking Xhaka had joined Love Island,https://www.thesun.co.uk/sport/19453233/arsenal-granit-xhaka-love-island-billy-brown/
55,TOP MARCS,"Meet Chelsea signing Cucurella's stunning Wag Claudia, who is a fashion designer",https://www.thesun.co.uk/sport/19429979/chelsea-marc-cucurella-girlfriend-claudia-rodriguez/
56,HARRY REDKNAPP,Ronaldo won’t be a problem if he stays… he'll still be United's BEST trainer,https://www.thesun.co.uk/sport/19438946/harry-redknapp-column-cristiano-ronaldo-man-utd-transfer/
57,KARREN BRADY,Once delirium of epic Euros win fades the women’s game has serious work to do,https://www.thesun.co.uk/sport/football/19432836/karren-brady-englands-euros-wsl/
58,PHIL THOMAS,"Henderson’s trophy cabinet not as full as Ronaldo's, but he has bigger balls",https://www.thesun.co.uk/sport/football/19439197/dean-henderson-cristiano-ronaldo-man-utd/
59,SPLASH PARTY,England heroes Ella Toone and Ellie Roebuck make a splash in Ibiza as post Euro 2022 party continues,https://www.thesun.co.uk/sport/19442731/england-heroes-toone-roebuck-party-ibiza/
60,RED CARD,Footie fans slam Premier League clubs for rip-off prices of garish away tops,https://www.thesun.co.uk/sport/19433074/premier-league-away-kits-rip-fans-off/
61,ZERO OUT OF TEN,Fans say same thing as Man Utd release garish kit hours after Brighton loss,https://www.thesun.co.uk/sport/19448133/man-utd-green-third-kit-brighton-defeat/
62,WHO ATE ALL THE PIES?,Poll reveals Premier League's fattest fans - are they from your club?,https://www.thesun.co.uk/sport/19444126/poll-premier-league-fattest-fans/
63,BAG OF THE NET,Haaland's Louis Vuitton travel bag that Man City ace uses going for over £8k,https://www.thesun.co.uk/sport/19448818/erling-haaland-man-city-louis-vuitton-travel-bag/
64,TICKLED PINK,Fans say same thing as Ian Wright dons pink shirt in response to Alan Sugar,https://www.thesun.co.uk/sport/19441085/ian-wright-pink-shirt-alan-sugar-arsenal-kit/
