,titles,subtitles,links
23,OWN GOAL,Fans in stitches over Southend United's VERY unfortunate new stand name,https://www.thesun.co.uk/sport/19405893/southend-utd-new-stand-rose-west/
24,BEING FRANC,Joe Rodon adamant Rennes loan will benefit career as he joins Ramsey in France,https://www.thesun.co.uk/sport/football/19409840/tottenham-joe-rodon-rennes-loan/
25,DEAL IS ON,West Ham agree £35m fee for Amadou Onana after Lille rejected first two offers,https://www.thesun.co.uk/sport/19405807/west-ham-transfer-amadou-onana-lille/
26,DUEL FOR BEN,Chelsea join Man Utd in race for Salzburg's Sesko & 'have met the ace's agent',https://www.thesun.co.uk/sport/football/19409994/sesko-chelsea-man-utd-transfer-fight-salzburg/
27,"SARR LONG, FAREWELL",Chelsea's Sarr wanted by Monaco on loan with Fulham also interested,https://www.thesun.co.uk/sport/19409517/chelsea-malang-sarr-monaco-fulham-transfer/
28,GO WITH THE FLO,Arsenal star Folarin Balogun joins French side Reims on season-long loan,https://www.thesun.co.uk/sport/19408917/arsenal-folarin-balogun-completes-season-long-loan-reims/
29,DEST OF THE REST,Man Utd contact Barca over Dest as they eye him to replace departing star,https://www.thesun.co.uk/sport/19407558/man-utd-dest-transfer-barcelona-telles/
30,DEAN & DUSTED,Henderson told by pundit & fans his Utd career is OVER after 'criminal' blast,https://www.thesun.co.uk/sport/19406540/dean-henderson-man-utd-furious-fans-sold/
31,A WARD SHOW,Schmeichel set to be replaced by No2 Ward as shock Nice move draws closer,https://www.thesun.co.uk/sport/football/19406698/kasper-schmeichel-danny-ward-leicester-nice/
32,BARC-ING MAD,Debt-ridden Barca wages revealed including Dembele on nearly £300k-A-WEEK,https://www.thesun.co.uk/sport/football/19404884/barcelona-wages-revealed-ousmane-dembele/
33,SO RONG,Ronaldo & Maguire top list of players sent worst abuse with 8 Utd stars in top ten,https://www.thesun.co.uk/sport/19399343/cristiano-ronaldo-harry-maguire-abuse-man-utd/
34,RED REVOLUTION,Man Utd owners the Glazers open talks with fans over SELLING stake in club,https://www.thesun.co.uk/sport/19402505/man-utd-owners-glazers-supporters-group-stake-protest/
35,CRIS CROSS,Ronaldo arrives for training looking glum with Man Utd unimpressed with antics,https://www.thesun.co.uk/sport/19394138/cristiano-ronaldo-man-utd-training-antics/
36,'SO EXCITED',Lionesses SELL OUT Wembley in 24hrs for game vs world champs US after Euro joy,https://www.thesun.co.uk/sport/football/19408107/england-lionesses-usa-sellout-wembley-euros/
37,'CELEBRATE YOURSELVES!',Becky Hill slams sexist trolls for slamming her Euro final outfit,https://www.thesun.co.uk/sport/football/19396435/becky-hill-sexist-trolls-outfit-euro-2022-final/
38,GOALDEN ARCHES,England hero Mead celebrates Euro 2022 win with a MASSIVE McDonald's feast,https://www.thesun.co.uk/sport/football/19391038/beth-mead-england-euros-awards-mcdonalds-picture/
39,EUR A SUCCESS,Wales want to tap into England's Euro 2022 glory with their own record crowd,https://www.thesun.co.uk/sport/football/19405827/wales-england-euro-2022-tickets-wembley/
40,LION SHARE,Lionesses' shockingly low wages revealed compared with male players,https://www.thesun.co.uk/sport/football/19397003/england-women-lionesses-euros-wages-bonus/
41,GUNNERS NEWS,"Maddison waiting on Gunners offer, Tielemans bid imminent, Jarrod Bowen LATEST",https://www.thesun.co.uk/sport/19404272/arsenal-transfer-news-live-youri-tielemans-james-maddison-jarrod-bowen/
42,CHELSEA LATEST,"Cucurella £52.5m agreement DENIED by Brighton, Frenkie De Jong IN TALKS",https://www.thesun.co.uk/sport/19207345/chelsea-transfer-news-live-cucurella-frenkie-de-jong-depay/
43,RED DEVILS LATEST,"Ronaldo to Napoli if he wants move, Ten Hag wants Ziyech, Vardy interest",https://www.thesun.co.uk/sport/19259195/man-utd-transfer-news-live-cristiano-ronaldo-ziyech-jamie-vardy/
44,WE ARE FAMILY,Superstar football bros unrecognisable in childhood pic... but who are they?,https://www.thesun.co.uk/sport/19409998/thiago-rafinha-brothers-photo-children/
45,THAT'S NOT KOUL,Koulibaly slams Napoli's president for saying he won't sign African players,https://www.thesun.co.uk/sport/football/19401973/chelsea-koulibaly-blasts-napoli-president/
46,FEELING THE LOVE,Jesse Lingard reveals reason behind sensational Nottingham Forest transfer,https://www.thesun.co.uk/sport/19408976/lingard-reveals-reason-behind-forest-transfer/
47,GUNNERS' GONERS,Arsenal must axe EIGHT flops including record transfer Pepe to fund spree,https://www.thesun.co.uk/sport/19406512/arsenal-axe-eight-flops-transfer-fund-mikel-arteta/
48,'UNBELIEVABLE',Smith Rowe reveals forgotten Arsenal ace was better than him in the academy,https://www.thesun.co.uk/sport/football/19411012/emile-smith-rowe-arsenal-reiss-nelson/
49,RACING DEAL,Horse racing - FREE BETS: Get £30 bonus with Betfair today - 18+ T&Cs apply,https://www.thesun.co.uk/sport/horseracing/18796015/betfair-free-bets-horse-racing-betting-offers-uk-bonus/
50,TIPS,Golf betting tips and free bets: Three picks for the Wyndham Championship,https://www.thesun.co.uk/sport/betting-tips/19398582/golf-free-bets-picks-tips-prediction-wyndham-championship-odds/
51,OPENER,"Crystal Palace vs Arsenal: Get max £5 bet on Gunners at 8/1, or Eagles at 28/1",https://www.thesun.co.uk/sport/betting-tips/19404264/crystal-palace-arsenal-premier-league-888sport-odds-free-bets/
52,SUMMER OF FUN,Inter Milan star Lautaro Martinez's model Wag shares 12 stunning bikini pics,https://www.thesun.co.uk/sport/football/19370470/inter-milan-lautaro-martinez-agustina-gandolfo/
53,CRIS CROTCH,Ronaldo shows ripped physique in CR7 briefs with cryptic message amid quit saga,https://www.thesun.co.uk/sport/19331971/cristiano-ronaldo-ripped-physique-cr7-briefs/
54,CINDY'S A BELTER,Dele Alli's girlfriend Cindy stuns in belted swimsuit during photoshoot,https://www.thesun.co.uk/tvandshowbiz/19353956/cindy-kimberly-photoshoot-dele-alli/
55,DAVE KIDD,"Chelsea, Arsenal & Spurs still miles off title pace… as they have been for years",https://www.thesun.co.uk/sport/football/19390100/dave-kidd-chelsea-arsenal-spurs-miles-off-title-pace/
56,TIM VICKERY,How Brazil are copying England's approach to develop their own women's league,https://www.thesun.co.uk/sport/19382728/brazil-england-womens-league/
57,CHARLIE WYETT,Man Utd to play Everton on TV in bizarre Sunday 7pm kick-off slot in October,https://www.thesun.co.uk/sport/19403590/man-utd-everton-tv-change-europa-league/
58,BERNING LOVE,Bernd Leno's wife Sophie stuns in bikini while relaxing on beach spa holiday,https://www.thesun.co.uk/sport/football/19387867/arsenal-bernd-leno-wife-sophie-bikini-transfer-fulham/
59,BEAM ME UP LOTTI,Ancelotti reveals amazing Star Trek cameo but says 'I'm a terrible actor',https://www.thesun.co.uk/sport/19369846/carlo-ancelotti-star-trek-real-madrid-terrible-actor/
60,TOAD IN THE GOAL,Football team to sport toad-in-the-hole themed kits for new season,https://www.thesun.co.uk/sport/19353610/football-team-sport-toad-in-hole-kit/
61,POCKET ROCKET MAN,Meet world's shortest footballer nearly arrested posing with female fans,https://www.thesun.co.uk/sport/football/11454539/elton-arabia-worlds-smallest-footballer/
62,RIP,Arsenal pay tribute to late superfan Maria Petri with black armbands vs Chelsea,https://www.thesun.co.uk/sport/19309167/arsenal-tribute-superfan-maria-petri-death-black-armbands/
