,titles,subtitles,links
10,MAN UTD 3 C PALACE 1,"Martial, Rashford and Sancho all score in rout over Prem rivals",https://www.thesun.co.uk/sport/football/19248527/man-utd-crystal-palace-martial-rashford-sancho/
11,HAMMERED LIN,West Ham hold further talks with Lingard as Forest join free transfer chase,https://www.thesun.co.uk/sport/football/19253058/west-ham-jesse-lingard-nottingham-forest-transfer-man-utd/
12,ANGRY ERIK,'What the f*** are you doing?' - Ten Hag caught in X-rated blast at Man Utd team,https://www.thesun.co.uk/sport/19249769/erik-ten-hag-swearing-man-utd-crystal-palace/
13,'SMILE ON FACE OF UKRAINE',Dynamo Kyiv ready for first match since Russian invasion in CL,https://www.thesun.co.uk/sport/football/19254445/dynamo-kyiv-smile-ukraine-champions-league-play-off-fenerbahce/
14,'BACK STRONGER',Haller releases statement after striker is diagnosed with testicular tumour,https://www.thesun.co.uk/sport/19247296/sebastien-haller-statement-dortmund-testicular-tumour/
15,FRIENDLY FIRE,Man Utd & Palace stars clash after Ayew's 'completely unnecessary' challenge,https://www.thesun.co.uk/sport/19248981/man-utd-crystal-palace-brawl-ayew-fernandes-fred/
16,LUK'S OUT,"Lukaku worst signing in Chelsea HISTORY with Prem too fast for him, slams Johnson",https://www.thesun.co.uk/sport/football/19250639/chelsea-romelu-lukaku-transfer-slammed-glen-johnson/
17,TEN NAG,Ten Hag to hold face-to-face talks with Ronaldo but boss refuses to approve exit,https://www.thesun.co.uk/sport/19248522/man-utd-cristiano-ronaldo-transfer-talks-ten-hag/
18,NUMBER RON PRIORITY,Cristiano Ronaldo's partner Georgina 'pushing for Spain return',https://www.thesun.co.uk/sport/football/19252613/cristiano-ronaldo-georgina-rodriguez-atletico-transfer/
19,WAT ON EARTH?,Watford chief apologises for posting X-rated picture of naked woman on Insta,https://www.thesun.co.uk/sport/football/19250690/watford-naked-woman-horny-transfers/
20,SUPER DEAL,Euro 2022: £30 BONUS when you stake £10 today -18+ T&Cs apply,https://www.thesun.co.uk/sport/betting-tips/17804593/sky-bet-free-bet-new-customers-euro-2022/
21,FREE BONUS,Sign up to Sun Vegas now for a £10 bonus – with NO deposit required!,https://www.thesun.co.uk/sun-bingo/15204465/free-bets-sun-vegas-no-deposit/
22,CASINO DEALS,The best casino offers from free spins and bonus cash to no deposit deals,https://www.thesun.co.uk/sport/betting-tips/15779007/online-casino-deals-new-customer-sign-up-bonus/
23,BALLS UP,Bizarre moment drone airlifts in match ball while a delivery driver uses food bag,https://www.thesun.co.uk/sport/football/19248521/match-ball-drone-basket-food-delivery-driver-video/
24,BLUE STEAL,Chelsea 'inform Barca they want De Jong' as they prepare to hijack Man Utd deal,https://www.thesun.co.uk/sport/football/19253931/chelsea-barcelona-frenkie-de-jong-transfer-man-utd/
25,GUNNING FOR GLORY,Arteta under pressure to deliver at Arsenal after landing Gabriel Jesus,https://www.thesun.co.uk/sport/19250898/arteta-pressure-to-deliver-arsenal-jesus/
26,MR MUSCLE,Tottenham star Sessegnon reveals secrets behind summer body transformation,https://www.thesun.co.uk/sport/football/19242625/tottenham-sessegnon-muscle-body-transformation/
27,AS-TA LA VISTA,Arsenal & Toon target Asensio ‘sacks agent as he looks to force Real exit’,https://www.thesun.co.uk/sport/19252413/marco-asensio-sacks-agent-real-madrid-exit-transfer/
28,UNHAPPY GILMOUR,Billy Gilmour to hold showdown talks with Thomas Tuchel over Chelsea future,https://www.thesun.co.uk/sport/football/19246331/chelsea-billy-gilmour-transfer-thomas-tuchel-talks/
29,DAVIES DONE,Ben Davies joins Rangers as ex-Celtic target seals £4m switch from Liverpool,https://www.thesun.co.uk/sport/19254164/rangers-ben-davies-liverpool-celtic-calvin-bassey-transfer/
30,PAV-ING THE WAY,Chelsea told Pavard transfer fee with Tuchel keen to add another defender,https://www.thesun.co.uk/sport/football/19252271/chelsea-benjamin-pavard-transfer-bayern-munich-thomas-tuchel/
31,CHECK LIS OUT,Watch Martinez's training skill but fans not convinced it's good for Man Utd,https://www.thesun.co.uk/sport/19244485/man-utd-lisandro-martinez-training-skill-trick-shot/
32,TRAINING DAY,Ronaldo posts update from Portugal as Man Utd star continues to train alone,https://www.thesun.co.uk/sport/football/19245399/man-utd-ronaldo-continues-to-train-alone/
33,LIGT OUT,Chelsea blow as De Ligt lands in Munich and agent CONFIRMS Bayern transfer,https://www.thesun.co.uk/sport/football/19240875/chelsea-transfer-matthijs-de-ligt-bayern-munich-transfer-juventus/
34,TRANSFER CLAUSS,Man Utd and Chelsea target ‘Jonathan Clauss undergoing Marseille medical',https://www.thesun.co.uk/sport/football/19252126/man-utd-chelsea-transfer-clauss/
35,DOR OPEN,Arsenal offered chance to sign Manuel Akanji in £21m deal after Dortmund 'split',https://www.thesun.co.uk/sport/19247992/arsenal-transfer-manuel-akanji-borussia-dortmund-breakup/
36,PLEASE DON'T YO,Arsenal prioritise Saka deal extension after talks amid transfer interest,https://www.thesun.co.uk/sport/19244912/arsenal-prioritise-bukayo-saka-contract-extension-transfer-interest/
37,RON WARNING,I'm an Atletico Madrid fan and Cristiano Ronaldo can never wear our shirt,https://www.thesun.co.uk/sport/football/19242209/cristiano-ronaldo-atletico-madrid-fan-transfer-man-utd/
38,HYBRID,A playmaker in a defender's body: Trent Alexander-Arnold is a Dream Team demigod,https://www.thesun.co.uk/dream-team/fantasy-football/19250225/trent-alexander-arnold-defender-playmaker-fantasy-premier-league/
39,DEVILISH PICKS,The Manchester United players to consider when building your Dream Team XI,https://www.thesun.co.uk/dream-team/fantasy-football/19247827/manchester-united-players-fantasy-premier-league-martinez-ronaldo/
40,IN GOOD SHAPE,Which formation will reign supreme in Dream Team this coming season?,https://www.thesun.co.uk/dream-team/fantasy-football/19160358/formation-fantasy-premier-league-defenders-midfielders-forwards/
41,GUNNERS LATEST,"Zinchenko deal ALREADY COMPLETE, Lacazette and Leno in BRAWL, Arthur talks",https://www.thesun.co.uk/sport/19098994/arsenal-transfer-news-live-zinchenko-arthur-melo-lacazette-leno/
42,CHELSEA LATEST,"Pavard £30m deal lined up, Kounde £47m signing AGREED",https://www.thesun.co.uk/sport/19207345/chelsea-transfer-news-live-pavard-kounde-kimpembe/
43,UNITED LATEST,"Ronaldo UPDATE from Portugal, Will Fish red card reaction, De Jong fumes",https://www.thesun.co.uk/sport/football/19072018/man-utd-transfer-news-live-cristiano-ronaldo-will-fish-de-jong/
44,MOR BLIMEY,Watch Morocco ace have no clue she has sent them through to first Afcon final,https://www.thesun.co.uk/sport/football/19248150/morocco-penalty-womens-afcon-video/
45,LET'S TAME SPAIN,England star ready to stop Barca team-mates as Lionesses target semis,https://www.thesun.co.uk/sport/football/19228363/lucy-bronze-england-spain-euros/
46,KEL OF A DISPLAY,England icon backs Lionesses to reach Euros semis after Norway rout,https://www.thesun.co.uk/sport/19211907/kelly-smith-england-womens-euros/
47,SCOTT SPEAKS OUT,I've put on an act for my whole life & turned to drink after being trolled,https://www.thesun.co.uk/sport/19196118/alex-scott-mental-health-battle-alcohol/
48,GIFT OF THE GAB,Gabby Logan reacts after Alan Sugar complains about Women's Euros coverage,https://www.thesun.co.uk/sport/19150768/gabby-logan-alan-sugar-bbc-womens-euros/
49,PRETTY IN PINK,Wanda Nara sends fans wild as she shows off bum in tiny bikini on the beach,https://www.thesun.co.uk/sport/19236842/wanda-nara-bikini-holiday-ibiza/
50,INSTA-GLAM,"PL's most popular Wags revealed including Georgina, Perrie Edwards and Vardy",https://www.thesun.co.uk/sport/football/19169362/premier-league-most-popular-wags-instagram/
51,COME ON YOU WEDS,"From Harry Maguire to Jordan Pickford, these aces have met their matches",https://www.thesun.co.uk/sport/19204635/footballers-have-met-their-matches-wedding/
52,TIM VICKERY,"Barça's history of Brazilians continues with Raphinha, after Coutinho & Ronaldo",https://www.thesun.co.uk/sport/19250038/barcelona-brazil-raphinha-ronaldo-coutinho/
53,DAVE KIDD,Tottenham finally ready to shed 'Spursy' tag as Conte brings in quality early,https://www.thesun.co.uk/sport/19165277/tottenham-shed-spursy-tag-antonio-conte-transfer/
54,NEIL CUSTIS,Ronaldo transfer saga threatens to derail Man Utd boss Erik ten Hag's plans,https://www.thesun.co.uk/sport/football/19165957/ronaldo-transfer-saga-derail-man-utd-plans-sports-column/
55,TO THE MAX,Wanda's ex-husband Maxi Lopez aims to complete Birmingham takeover by next month,https://www.thesun.co.uk/sport/football/19249855/wanda-nara-ex-maxi-lopez-birmingham-takeover/
56,MURI THE MERRIER,Utd's Lisandro Martinez's girlfriend Muri López Benítez wows in swimsuit,https://www.thesun.co.uk/sport/19243108/lisandro-martinez-girlfriend-swimsuit-transfer/
57,HOLD BEC,Liverpool star Fabinho forced to tell stunning wife Rebeca off for tweets,https://www.thesun.co.uk/sport/19237654/liverpool-fabinho-rebeca-tavares-premier-league/
58,RICE POP,Fans say same thing as Rice stars in video of Chelsea tour of LA Dodgers stadium,https://www.thesun.co.uk/sport/football/19237469/chelsea-declan-rice-transfer-mason-mount-la-dodgers/
59,KIT OF ALRIGHT,Arsenal fans saying the same thing after release of black and gold away kit,https://www.thesun.co.uk/sport/football/19234549/arsenal-away-kit-released-black-and-gold/
