,titles,subtitles,links
37,LUD MOVE,Villa sign Sevilla's Ludwig Augustinsson on season-long loan with option to buy,https://www.thesun.co.uk/sport/19164854/aston-villa-ludwig-augustinsson-loan-transfer-sevilla/
38,GUNNERS LATEST,"Gunners quoted £68m for Lucas Paqueta, Milinkovic-Savic considered",https://www.thesun.co.uk/sport/19098994/arsenal-transfer-news-live-lucas-paqueta-milinkovic-savic-kante/
39,BLUES LATEST,"Blues 'open to N'Golo Kante exit' this summer, Raheem Sterling SIGNS contract",https://www.thesun.co.uk/sport/football/18984148/chelsea-transfer-news-live-raheem-sterling-kante-lewandowski-kouilibaly/
40,UNITED LATEST,"£38m Lisandro Martinez bid, Richard Arnold IN BARCELONA for Frenkie de Jong",https://www.thesun.co.uk/sport/football/19072018/man-utd-transfer-news-live-lisandro-martinez-frenkie-de-jong-cristiano-ronaldo/
41,PLAN FOR NOR,Carter says England’s ‘exceptional defence’ can handle Norway’s star forwards,https://www.thesun.co.uk/sport/19159441/jess-carter-england-womens-euros/
42,EURO 2022 BET BOOST,Euro 2022 offer: White and Hegerberg - 1+ shot on target each now 4/1,https://www.thesun.co.uk/sport/betting-tips/19157569/euro-2022-england-norway-bet-boost-paddy-power/
43,BUG BOTHER,Switzerland squad struck down by illness with EIGHT players confined to rooms,https://www.thesun.co.uk/sport/19162984/switzerland-squad-illness-womens-euros/
44,ELLEN SHOW,Record scorer White says there's 'always pressure' to keep Lionesses' No 9 shirt,https://www.thesun.co.uk/sport/19161222/ellen-white-england-norway-euros/
45,SIMPLY THE BETH,Mead tells England pal White she's gunning for her all-time scoring record,https://www.thesun.co.uk/sport/19140910/euro-2022-beth-mead-england-ellen-white/
46,PORN FEUD,Matt Le Tissier falls out with son & daughter-in-law after she became a porn star,https://www.thesun.co.uk/sport/19147386/matt-le-tissier-daughter-in-law-onlyfans-porn-star-england/
47,PINEAPPLE EXPRESS,Neymar's sister Rafaella flashes soapy bum as she sips from pineapple,https://www.thesun.co.uk/sport/19143690/neymar-sister-rafaella-flashes-bum-jacuzzi/
48,MO LIKE IT,Mo Salah shows off incredible abs after signing new £400k-a-week Liverpool deal,https://www.thesun.co.uk/sport/19112614/salah-trunks-incredible-abs-400k-deal/
49,DAVE KIDD,Tottenham finally ready to shed 'Spursy' tag as Conte brings in quality early,https://www.thesun.co.uk/sport/19165277/tottenham-shed-spursy-tag-antonio-conte-transfer/
50,NEIL CUSTIS,Ronaldo transfer saga threatens to derail Man Utd boss Erik ten Hag's plans,https://www.thesun.co.uk/sport/football/19165957/ronaldo-transfer-saga-derail-man-utd-plans-sports-column/
51,MARK IRWIN,Man Utd boss Ten Hag and Lampard will be nervous now Pochettino is a free agent,https://www.thesun.co.uk/sport/19128687/pochettino-man-utd-ten-hag-chelsea-managers-beware/
52,INK-REDIBLE,Chilwell's tattoos and what the Chelsea and England star's ink represents,https://www.thesun.co.uk/sport/19154591/ben-chilwell-tattoos-chelsea-england/
53,CHASE DOWN BLOCK,Watch Guardiola snub fist bump from fan who chased City boss down on bike,https://www.thesun.co.uk/sport/19159594/watch-pep-guardiola-chase-man-city-night-bike/
54,SAK THAT,Jack Grealish fumes at England pal Bukayo Saka for not inviting him to Wimbledon,https://www.thesun.co.uk/sport/football/19152556/jack-grealish-bukayo-saka-wimbledon-invite/
55,BARC-ING MAD,Fans all ask the same thing after Sergio Busquets' holiday snap goes viral,https://www.thesun.co.uk/sport/football/19145593/sergio-busquets-barcelona-viral-holiday-shoes/
56,BOC-ING MAD,'Catastrophe waiting to happen' - Crack appears in stand of Boca stadium,https://www.thesun.co.uk/sport/football/19154328/argentina-boca-juniors-stadium-stand-crack/
