,titles,subtitles,links
0,LIGT OUT,Chelsea blow as De Ligt lands in Munich and agent CONFIRMS Bayern transfer,https://www.thesun.co.uk/sport/football/19240875/chelsea-transfer-matthijs-de-ligt-bayern-munich-transfer-juventus/
1,HALLER HELL,Haller leaves Dortmund pre-season as club reveal 'testicular tumour discovered',https://www.thesun.co.uk/sport/19242851/sebastien-haller-testicular-tumour-pre-season-borussia-dortmund/
2,WANT MORE TIM-E,Werner drops huge transfer hint as he refuses to confirm Chelsea stay,https://www.thesun.co.uk/sport/football/19242707/chelsea-timo-werner-transfer-thomas-tuchel/
3,BLUE OVER,"Chelsea quartet Broja, Gilmour, Anjorin and Vale SENT HOME from US",https://www.thesun.co.uk/sport/19232468/chelsea-tuchel-transfer-exits-gilmour-broja/
4,HAAL OF A CHANGE,Aguero says Haaland will need to adapt to Guardiola's style - like he did,https://www.thesun.co.uk/sport/football/19242535/man-city-sergio-aguero-erling-haaland-pep-guardiola/
5,MR MUSCLE,Tottenham star Sessegnon reveals secrets behind summer body transformation,https://www.thesun.co.uk/sport/football/19242625/tottenham-sessegnon-muscle-body-transformation/
6,RON WARNING,I'm an Atletico Madrid fan and Cristiano Ronaldo can never wear our shirt,https://www.thesun.co.uk/sport/football/19242209/atletico-madrid-cristiano-ronaldo-man-utd-transfer/
7,'I'M QUITE SEVERE',Ten Hag warns Man Utd stars he is a disciplinarian & will come down hard,https://www.thesun.co.uk/sport/19237112/erik-ten-hag-man-utd-disciplinarian-troublemakers/
8,TOON STAY,Newcastle will have to give Shelvey new deal if he plays just THREE more games,https://www.thesun.co.uk/sport/19242880/newcastle-shelvey-howe/
9,WINNER WINNER,Win a BMW M5 or £21k cash alternative from just 89p with Sun's discount code,https://www.thesun.co.uk/sport/betting-tips/18918779/win-bmw-m5-7days-performance/
10,NICE TO MEET LEW,Watch Lewandowski complete Barcelona medical after meeting new team-mates,https://www.thesun.co.uk/sport/19232901/robert-lewandowski-meets-barcelona-team-first-time-usa/
11,MAR FLEXIBILITY,'Butcher' Martinez can play in FOUR positions at Man Utd including midfield,https://www.thesun.co.uk/sport/football/19240024/martinez-man-utd-maguire-varane/
12,FRENK FARCE,De Jong takes bitter swipe at Barcelona by liking damning Instagram post,https://www.thesun.co.uk/sport/19236913/frenkie-de-jong-transfer-man-utd-barcelona-instagram/
13,GREAL-ITY TV,Watch Grealish reaction after being told he has 'fabulously symmetrical face',https://www.thesun.co.uk/sport/football/19236267/watch-jack-grealish-man-city-reaction-symmetrical-face/
14,THE JONG DIRECTION,Watch De Jong's horror penalty miss as he leaves Barca pals on floor,https://www.thesun.co.uk/sport/football/19238155/watch-barcelona-frenkie-de-jong-penalty-miss-man-utd/
15,ACE GUN HORROR,Moment armed cops draw GUNS on Chelsea star Bakayoko as he’s wrongly stopped,https://www.thesun.co.uk/sport/19233046/chelsea-star-tiemoue-bakayoko-stopped-and-searched-armed-police/
16,TOP POG,Watch ex-Man Utd star Paul Pogba show off skills in training with Juventus,https://www.thesun.co.uk/sport/19236349/pogba-outrageous-skills-training-juventus/
17,'I WILL SUPPORT HIM',Ten Hag gives verdict on how Maguire can regain confidence at Man Utd,https://www.thesun.co.uk/sport/19237984/erik-ten-hag-harry-maguire-man-utd-captain/
18,CAN'T GAARD ME,Arsenal fans in awe after Odegaard's 'disgusting' turn in training,https://www.thesun.co.uk/sport/19233217/arsenal-fans-odegaards-disgusting-turn-training/
19,COUTRAGEOUS,Watch Meslier deny Coutinho from penalty spot with 'greatest double-save ever',https://www.thesun.co.uk/sport/19236638/watch-coutinho-penalty-meslier-leeds-greatest-double-save/
20,SUPER DEAL,Euro 2022: £30 BONUS when you stake £10 today -18+ T&Cs apply,https://www.thesun.co.uk/sport/betting-tips/17804593/sky-bet-free-bet-new-customers-euro-2022/
21,FREE BONUS,Sign up to Sun Vegas now for a £10 bonus – with NO deposit required!,https://www.thesun.co.uk/sun-bingo/15204465/free-bets-sun-vegas-no-deposit/
22,CASINO DEALS,The best casino offers from free spins and bonus cash to no deposit deals,https://www.thesun.co.uk/sport/betting-tips/15779007/online-casino-deals-new-customer-sign-up-bonus/
23,THE SWINDON LOT,Charlton post clip from The Office trolling Swindon after latest signing,https://www.thesun.co.uk/sport/football/19238599/charlton-the-office-swindon-jack-payne/
24,RON BOARD,Simeone makes Ronaldo top target but Atletico must raise £34m in sales first,https://www.thesun.co.uk/sport/football/19241331/diego-simeone-cristiano-ronaldo-transfer-atletico-madrid/
25,RON HIS WAY,Ronaldo set for Atletico Madrid transfer as he ‘convinces Simeone to sign him’,https://www.thesun.co.uk/sport/19232438/cristiano-ronaldo-transfer-atletico-madrid-diego-simeone/
26,SPAR TREATMENT,Ronaldo trolled by Spartak Moscow as Utd ace is left with no transfer offers,https://www.thesun.co.uk/sport/football/19228026/man-utd-spartak-moscow-troll-cristiano-ronaldo/
27,ZINCH IT,Arsenal 'finalising' £30m Zinchenko deal with City star to sign four-year contract,https://www.thesun.co.uk/sport/19239336/arsenal-zinchenko-transfer-man-city/
28,ALL BAR TWO,Chelsea offer Barkley to two Prem clubs in attempt to offload £100k-a-week flop,https://www.thesun.co.uk/sport/19238791/chelsea-barkley-offload-summer-transfer/
29,ENDGAME,Man Utd and Chelsea in transfer battle for 15-year-old Brazilian wonderkid Endrick,https://www.thesun.co.uk/sport/football/19240646/endrick-man-utd-chelsea-transfer-palmeiras-release-clause/
30,SNAPPED UP,Man City ‘beat United to Everton wonderkid after he rejects new contract',https://www.thesun.co.uk/sport/football/19240807/man-city-utd-transfer-emilio-lawrence-everton/
31,ROO GOT THIS,Rooney has 'Coleen release clause' in DC United deal with wife staying in UK,https://www.thesun.co.uk/sport/19232667/wayne-rooney-dc-united-contract-coleen-man-utd/
32,ARM AND A LEG,West Ham close in on £30m deal for Broja after he leaves US tour to seal move,https://www.thesun.co.uk/sport/19235508/armando-broja-transfer-west-ham-chelsea/
33,MAR-QUEE SIGNING,Man Utd confirm £55m Lisandro Martinez transfer as Ten Hag raids old club,https://www.thesun.co.uk/sport/football/19228087/man-utd-confirm-lisandro-martinez-transfer/
34,RAM READY,Ex-Arsenal star Aaron Ramsey pushing for free transfer away from Juventus,https://www.thesun.co.uk/sport/19240221/arsenal-aaron-ramsey-juventus-transfer-news/
35,WORKING TERRIER,Liverpool 'mark Terrier as Firmino replacement but face West Ham battle',https://www.thesun.co.uk/sport/football/19240167/liverpool-martin-terrier-transfer-roberto-firmino-west-ham/
36,QUITE A KOU,PSG ‘to snatch Jules Kounde from under Chelsea’s nose with shock transfer bid',https://www.thesun.co.uk/sport/football/19237044/psg-jules-kounde-transfer-chelsea-presnel-kimpembe/
37,THREE OF A KIND,West Ham ‘close in on TRIPLE transfer with Lingard and Onana to join Broja’,https://www.thesun.co.uk/sport/football/19240252/west-ham-transfer-jesse-lingard-onana-armando-broja/
38,OVERLOOKED,Why are so many Dream Team gaffers overlooking Mason Mount at this early stage?,https://www.thesun.co.uk/dream-team/fantasy-football/19213761/mason-mount-chelsea-fantasy-premier-league-underrated/
39,BACK TO SCHOOL,Three lessons Dream Team bosses should have learned last season...,https://www.thesun.co.uk/dream-team/fantasy-football/19198792/lessons-fantasy-premier-league-season-tips-managers/
40,IN GOOD SHAPE,Which formation will reign supreme in Dream Team this coming season?,https://www.thesun.co.uk/dream-team/fantasy-football/19160358/formation-fantasy-premier-league-defenders-midfielders-forwards/
41,GUNNERS LATEST,"Zinchenko set to sign THIS WEEK, Arthur Melo in talks, Leroy Sane interest",https://www.thesun.co.uk/sport/19098994/arsenal-transfer-news-live-zinchenko-arthur-melo-leroy-sane/
42,CHELSEA LATEST,"Kounde deal 'very close', Leao interest, Azpilicueta to Barca 'this week'",https://www.thesun.co.uk/sport/19207345/chelsea-transfer-news-live-kounde-rafael-leao-azpilicueta/
43,UNITED LATEST,"Ronaldo could EXTEND contract, De Jong fumes at Barca, Tielemans interest",https://www.thesun.co.uk/sport/football/19072018/man-utd-transfer-news-live-cristiano-ronaldo-frenkie-de-jong-tielemans/
44,ENGLAND 5 N IRELAND 0,Russo's rapid double fires red-hot Lionesses into Euros quarters,https://www.thesun.co.uk/sport/football/19218039/euro-2022-england-5-northern-ireland-0-match-report/
45,LET'S TAME SPAIN,England star ready to stop Barca team-mates as Lionesses target semis,https://www.thesun.co.uk/sport/football/19228363/lucy-bronze-england-spain-euros/
46,KEL OF A DISPLAY,England icon backs Lionesses to reach Euros semis after Norway rout,https://www.thesun.co.uk/sport/19211907/kelly-smith-england-womens-euros/
47,SCOTT SPEAKS OUT,I've put on an act for my whole life & turned to drink after being trolled,https://www.thesun.co.uk/sport/19196118/alex-scott-mental-health-battle-alcohol/
48,GIFT OF THE GAB,Gabby Logan reacts after Alan Sugar complains about Women's Euros coverage,https://www.thesun.co.uk/sport/19150768/gabby-logan-alan-sugar-bbc-womens-euros/
49,PRETTY IN PINK,Wanda Nara sends fans wild as she shows off bum in tiny bikini on the beach,https://www.thesun.co.uk/sport/19236842/wanda-nara-bikini-holiday-ibiza/
50,INSTA-GLAM,"PL's most popular Wags revealed including Georgina, Perrie Edwards and Vardy",https://www.thesun.co.uk/sport/football/19169362/premier-league-most-popular-wags-instagram/
51,COME ON YOU WEDS,"From Harry Maguire to Jordan Pickford, these aces have met their matches",https://www.thesun.co.uk/sport/19204635/footballers-have-met-their-matches-wedding/
52,DAVE KIDD,Tottenham finally ready to shed 'Spursy' tag as Conte brings in quality early,https://www.thesun.co.uk/sport/19165277/tottenham-shed-spursy-tag-antonio-conte-transfer/
53,NEIL CUSTIS,Ronaldo transfer saga threatens to derail Man Utd boss Erik ten Hag's plans,https://www.thesun.co.uk/sport/football/19165957/ronaldo-transfer-saga-derail-man-utd-plans-sports-column/
54,MARK IRWIN,Man Utd boss Ten Hag and Lampard will be nervous now Pochettino is a free agent,https://www.thesun.co.uk/sport/19128687/pochettino-man-utd-ten-hag-chelsea-managers-beware/
55,MURI THE MERRIER,Utd's Lisandro Martinez's girlfriend Muri López Benítez wows in swimsuit,https://www.thesun.co.uk/sport/19243108/lisandro-martinez-girlfriend-swimsuit-transfer/
56,HOLD BEC,Liverpool star Fabinho forced to tell stunning wife Rebeca off for tweets,https://www.thesun.co.uk/sport/19237654/liverpool-fabinho-rebeca-tavares-premier-league/
57,RICE POP,Fans say same thing as Rice stars in video of Chelsea tour of LA Dodgers stadium,https://www.thesun.co.uk/sport/football/19237469/chelsea-declan-rice-transfer-mason-mount-la-dodgers/
58,KIT OF ALRIGHT,Arsenal fans saying the same thing after release of black and gold away kit,https://www.thesun.co.uk/sport/football/19234549/arsenal-away-kit-released-black-and-gold/
59,ABSOLUT HELL,I left Real Madrid and ended up playing in Russia drinking vodka on team bus,https://www.thesun.co.uk/sport/football/19228389/real-madrid-russia-vodka-bus/
