,titles,subtitles,links
20,SUPER DEAL,Euro 2022: £30 BONUS when you stake £10 today -18+ T&Cs apply,https://www.thesun.co.uk/sport/betting-tips/17804593/sky-bet-free-bet-new-customers-euro-2022/
21,FREE BONUS,Sign up to Sun Vegas now for a £10 bonus – with NO deposit required!,https://www.thesun.co.uk/sun-bingo/15204465/free-bets-sun-vegas-no-deposit/
22,CASH BACK,Paddy Power: Get money back as CASH up to £20 if your bet loses - 18+ T&Cs apply,https://www.thesun.co.uk/sport/betting-tips/17372478/leipzig-liverpool-paddy-power-free-bets-offer/
23,A HAPPIER LUK,Watch Lukaku serenade pals on Inter initiation as he loves life back in Italy,https://www.thesun.co.uk/sport/football/19278416/romelu-lukaku-inter-milan-initiation-chelsea/
24,BODIN AXED,Wales U21s boss Paul Bodin is sacked after Euros qualifying flop,https://www.thesun.co.uk/sport/19280274/wales-paul-bodin-sacked-manager-robert-page/
25,COOL STORY BRO,Chelsea ace Broja links up with Brad Pitt and possible West Ham team-mate,https://www.thesun.co.uk/sport/19272389/chelsea-armando-broja-brad-pitt-west-ham/
26,LOOKING WEL,Welbeck reveals stunning body transformation after bulking up with gym routine,https://www.thesun.co.uk/sport/football/19275893/danny-welbeck-body-transformation-gym-brighton/
27,ER WE GO,Pep reveals when Haaland will make Man City debut after Club America benching,https://www.thesun.co.uk/sport/19274102/erling-haaland-man-city-debut-pep-guardiola/
28,FEELING BLUE,Chelsea struggle to attract transfer bids for likes of Barkley and Batshuayi,https://www.thesun.co.uk/sport/football/19277008/chelsea-transfer-barkley-batshuayi/
29,TEN OUT OF ZEN,Watch strict Ten Hag lay into 'f***ing rubbish' United youngster in training,https://www.thesun.co.uk/sport/19276104/man-utd-strict-ten-hag-training-rubbish/
30,GO WITH THE FLO,Brighton look to beat Arsenal to Florian Grillitsch in move for free agent,https://www.thesun.co.uk/sport/football/19276343/brighton-florian-grillitsch-arsenal/
31,BEAST MODE,Akinfenwa shocks fans by playing friendly for YouTube team in EIGHTH tier,https://www.thesun.co.uk/sport/football/19275787/adebayo-akinfenwa-hashtag-united-youtube/
32,MOU BEAUTY,Mourinho assembling star-studded Roma XI as Wijnaldum hints at joining Dybala,https://www.thesun.co.uk/sport/19271433/roma-transfer-xi-wijnaldum-dybala-mourinho/
33,KYL TIME,How much European Golden Boot contenders earn per goal with Mbappe WORST value,https://www.thesun.co.uk/sport/19272370/european-golden-boot-contenders-per-goal-earnings/
34,BLUE IT,"Man Utd fans can't handle that De Jong would rather join Chelsea, says Agbonlahor",https://www.thesun.co.uk/sport/football/19276869/man-utd-chelsea-frenkie-de-jong-transfer-decision/
35,FOXES FIRE SALE,Five stars Leicester could be forced to sell as Man Utd and Arsenal circle,https://www.thesun.co.uk/sport/19275346/leicester-man-utd-arsenal-target-tielemans-summer-transfers/
36,LUK NO FURTHER,Kounde 'looking to move into Lukaku's London home' ahead of Chelsea switch,https://www.thesun.co.uk/sport/football/19276064/kounde-lukaku-sevilla-chelsea-transfer/
37,MEE TIME,Brentford 'agree personal terms with ex-Burnley captain Ben Mee',https://www.thesun.co.uk/sport/19274231/brentford-transfer-news-ben-mee-burnley/
38,TOP DOG,Harry Kane statistically the Premier League's best player since Conte's return,https://www.thesun.co.uk/dream-team/fantasy-football/19271306/harry-kane-antonio-conte-fantasy-premier-league-spurs/
39,DEVILISH PICKS,The Manchester United players to consider when building your Dream Team XI,https://www.thesun.co.uk/dream-team/fantasy-football/19247827/manchester-united-players-fantasy-premier-league-martinez-ronaldo/
40,IN GOOD SHAPE,Which formation will reign supreme in Dream Team this coming season?,https://www.thesun.co.uk/dream-team/fantasy-football/19160358/formation-fantasy-premier-league-defenders-midfielders-forwards/
41,GUNNERS LATEST,"Zinchenko SPOTTED next to Edu in Orlando, Milinkovic-Savic latest",https://www.thesun.co.uk/sport/19098994/arsenal-transfer-news-live-zinchenko-arthur-melo-milinkovic-savic/
42,CHELSEA LATEST,"Blues make waiting on £55m Kounde decision, Gvardiol pursuit, Sterling debut",https://www.thesun.co.uk/sport/19207345/chelsea-transfer-news-live-jules-kounde-gvardiol-raheem-sterling/
43,UNITED LATEST,"Manuel Akanji BOOST, Antony twist as rivals join race, De Jong fuming",https://www.thesun.co.uk/sport/football/19072018/man-utd-transfer-news-live-manuel-akanji-frenkie-de-jong-antony-cristiano-ronaldo/
44,GEOR DROPPING,Rice is ‘baller’ Stanway’s No 1 fan with midfielder to be in semi-final crowd,https://www.thesun.co.uk/sport/football/19279543/declan-rice-georgia-stanway-england-euro-2022-semi-final/
45,DUTCH COURAGE,Wiegman inspires England to semis after overcoming tragic death of sister,https://www.thesun.co.uk/sport/football/19279736/sarina-wiegman-england-euro-2022-covid/
46,ADRIAN CHILES,I've been banging on about women's football for ages - and this is why,https://www.thesun.co.uk/sport/19278459/womens-football-adrian-chiles/
47,WHOOPS,Euro 2022 fans say the same thing as Spain kick-off while England take the knee,https://www.thesun.co.uk/sport/19266244/euro-2022-spain-england-knee/
48,MOR BLIMEY,Watch Morocco ace have no clue she has sent them through to first Afcon final,https://www.thesun.co.uk/sport/football/19248150/morocco-penalty-womens-afcon-video/
49,THREE HEARTS,Lionel Messi's stunning wife Antonela shows off underboob in yoga gear,https://www.thesun.co.uk/sport/19273424/lionel-messi-antonela-roccuzzo-paris-saint-germain/
50,INSTA-GLAM,"PL's most popular Wags revealed including Georgina, Perrie Edwards and Vardy",https://www.thesun.co.uk/sport/football/19169362/premier-league-most-popular-wags-instagram/
51,PRETTY IN PINK,Wanda Nara sends fans wild as she shows off bum in tiny bikini on the beach,https://www.thesun.co.uk/sport/19236842/wanda-nara-bikini-holiday-ibiza/
52,MARK IRWIN,Leicester heading to mid-table with Foxes not backing Rodgers,https://www.thesun.co.uk/sport/football/19277710/leicester-rodgers-man-city/
53,TIM VICKERY,"Barça's history of Brazilians continues with Raphinha, after Coutinho & Ronaldo",https://www.thesun.co.uk/sport/19250038/barcelona-brazil-raphinha-ronaldo-coutinho/
54,DAVE KIDD,Tottenham finally ready to shed 'Spursy' tag as Conte brings in quality early,https://www.thesun.co.uk/sport/19165277/tottenham-shed-spursy-tag-antonio-conte-transfer/
55,JACK THE LAD,Watch Jack Grealish prank Bernardo Silva leaving Man City team-mate fuming,https://www.thesun.co.uk/sport/football/19277342/jack-grealish-instagram-bernardo-silva-teletubby/
56,FERGIE TIME,David and Victoria Beckham bump into Sarah Ferguson during holiday to Italy,https://www.thesun.co.uk/sport/19253683/david-beckham-fergie-italy-amalfi-coast/
57,MEAN-UEL NEUER,I drove 75 miles to return Manuel Neuer's wallet.. he didn't even thank me,https://www.thesun.co.uk/sport/football/19270854/manuel-neuer-wallet-taxi-driver-bayern-munich/
58,TAKING THE MIK,Inside Arteta’s US camp as Smith Rowe reveals bowling trash talk with boss,https://www.thesun.co.uk/sport/football/19255096/arsenal-mikel-arteta-pre-season-emile-smith-rowe/
59,ALL IN,Halifax's Jamie Allen quits pre-season for Love Island DAYS after signing new deal,https://www.thesun.co.uk/sport/19262998/halifax-jamie-allen-love-island-contract/
